"month_year","complaint_type","complaint_count"
"2019-10",Building Marshals office,13
"2019-10",Building/Use,1818
"2019-10",Bus Stop Shelter Complaint,63
"2019-10",Bus Stop Shelter Placement,15
"2019-10",Collection Truck Noise,15
"2019-10",Consumer Complaint,1088
"2019-10",Cooling Tower,1
"2019-10",Cranes and Derricks,13
"2019-10",Curb Condition,565
"2019-10",Damaged Tree,2866
"2019-10",Day Care,22
"2019-10",Dead/Dying Tree,688
"2019-10",DEP Street Condition,5
"2019-10",Dept of Investigations,1
"2019-10",Derelict Bicycle,202
"2019-10",Derelict Vehicles,3213
"2019-10",Dirty Conditions,2307
"2019-10",Disorderly Youth,9
"2019-10",Dispatched Taxi Complaint,2
"2019-10",DOOR/WINDOW,1134
"2019-10",Drinking,157
"2019-10",Drinking Water,25
"2019-10",Drug Activity,328
"2019-10",ELECTRIC,689
"2019-10",Electrical,135
"2019-10",Electronics Waste,1
"2019-10",Electronics Waste Appointment,4291
"2019-10",Elevator,1331
"2019-10",ELEVATOR,66
"2019-10",Emergency Response Team (ERT),366
"2019-10",Employee Behavior,1
"2019-10",Executive Inspections,19
"2019-10",Ferry Complaint,11
"2019-10",Ferry Inquiry,28
"2019-10",Ferry Permit,5
"2019-10",FHV Licensee Complaint,1
"2019-10",FLOORING/STAIRS,424
"2019-10",Foam Ban Enforcement,4
"2019-10",Food Establishment,827
"2019-10",Food Poisoning,153
"2019-10",For Hire Vehicle Complaint,387
"2019-10",For Hire Vehicle Report,33
"2019-10",Found Property,1
"2019-10",GENERAL,1091
"2019-10",General Construction/Plumbing,3944
"2019-10",Graffiti,1426
"2019-10",Green Taxi Complaint,24
"2019-10",Hazardous Materials,228
"2019-10",HEAT/HOT WATER,15543
"2019-10",Highway Condition,216
"2019-10",Highway Sign - Damaged,6
"2019-10",Highway Sign - Dangling,2
"2019-10",Highway Sign - Missing,8
"2019-10",Home Delivered Meal - Missed Delivery,5
"2019-10",Home Delivered Meal Complaint,5
"2019-10",Homeless Encampment,1042
"2019-10",Homeless Person Assistance,2661
"2019-10",Illegal Fireworks,33
"2019-10",Illegal Parking,18261
"2019-10",Illegal Tree Damage,219
"2019-10",Indoor Air Quality,237
"2019-10",Indoor Sewage,132
"2019-10",Industrial Waste,77
"2019-10",Internal Code,1
"2019-10",Investigations and Discipline (IAD),35
"2019-10",Lead,926
"2019-10",LinkNYC,13
"2019-10",Litter Basket / Request,194
"2019-10",Lost Property,1050
"2019-10",Maintenance or Facility,839
"2019-10",Missed Collection,1
"2019-10",Missed Collection (All Materials),3484
"2019-10",Mobile Food Vendor,109
"2019-10",Mold,39
"2019-10",Mosquitoes,23
"2019-10",Municipal Parking Facility,8
"2019-10",New Tree Request,903
"2019-10",Noise,4993
"2019-10",Noise - Commercial,3738
"2019-10",Noise - Helicopter,528
"2019-10",Noise - House of Worship,75
"2019-10",Noise - Park,262
"2019-10",Noise - Residential,20049
"2019-10",Noise - Street/Sidewalk,7765
"2019-10",Noise - Vehicle,3782
"2019-10",Non-Emergency Police Matter,980
"2019-10",Non-Residential Heat,45
"2019-10",Other Enforcement,555
"2019-10",OUTSIDE BUILDING,31
"2019-10",Overflowing Litter Baskets,60
"2019-10",Overflowing Recycling Baskets,2
"2019-10",Overgrown Tree/Branches,1263
"2019-10",PAINT/PLASTER,1023
"2019-10",Panhandling,466
"2019-10",Plant,2
"2019-10",Plumbing,247
"2019-10",PLUMBING,1629
"2019-10",Poison Ivy,11
"2019-10",Posting Advertisement,3
"2019-10",Public Payphone Complaint,24
"2019-10",Public Toilet,3
"2019-10",Radioactive Material,2
"2019-10",Recycling Enforcement,33
"2019-10",Request Large Bulky Item Collection,18439
"2019-10",Rodent,2613
"2019-10",Root/Sewer/Sidewalk Condition,912
"2019-10",SAFETY,318
"2019-10",Sanitation Condition,3080
"2019-10",Scaffold Safety,15
"2019-10",School Maintenance,134
"2019-10",Sewer,2284
"2019-10",Sidewalk Condition,3774
"2019-10",Single Occupancy Bathroom,4
"2019-10",Smoking,228
"2019-10",Special Natural Area District (SNAD),2
"2019-10",Special Operations,1
"2019-10",Special Projects Inspection Team (SPIT),420
"2019-10",Standing Water,82
"2019-10",Street Condition,5117
"2019-10",Street Light Condition,4776
"2019-10",Street Sign - Damaged,543
"2019-10",Street Sign - Dangling,355
"2019-10",Street Sign - Missing,332
"2019-10",Sweeping/Inadequate,29
"2019-10",Sweeping/Missed,99
"2019-10",Sweeping/Missed-Inadequate,4
"2019-10",Tattooing,7
"2019-10",Taxi Complaint,667
"2019-10",Taxi Compliment,12
"2019-10",Taxi Report,62
"2019-10",Traffic,445
"2019-10",Traffic Signal Condition,3343
"2019-10",Unsanitary Animal Pvt Property,143
"2019-10",UNSANITARY CONDITION,3254
"2019-10",Unsanitary Pigeon Condition,62
"2019-10",Urinating in Public,84
"2019-10",Vacant Lot,173
"2019-10",Vending,472
"2019-10",Violation of Park Rules,204
"2019-10",Water Conservation,160
"2019-10",WATER LEAK,1564
"2019-10",Water Quality,117
"2019-10",Water System,4157
"2019-10",Window Guard,5
"2019-10",X-Ray Machine/Equipment,1
"2019-11",Abandoned Vehicle,3226
"2019-11",Adopt-A-Basket,2
"2019-11",Air Quality,510
"2019-11",Animal-Abuse,682
"2019-11",Animal in a Park,149
"2019-11",APPLIANCE,647
"2019-11",Asbestos,119
"2019-11",Beach/Pool/Sauna Complaint,4
"2019-11",BEST/Site Safety,33
"2019-11",Bike Rack Condition,16
"2019-11",Bike/Roller/Skate Chronic,49
"2019-11",Blocked Driveway,12159
"2019-11",Boilers,252
"2019-11",Bridge Condition,16
"2019-11",Broken Parking Meter,1500
"2019-11",Building Marshals office,12
"2019-11",Building/Use,1454
"2019-11",Bus Stop Shelter Complaint,92
"2019-11",Bus Stop Shelter Placement,13
"2019-11",Collection Truck Noise,11
"2019-11",Consumer Complaint,889
"2019-11",Cooling Tower,1
"2019-11",Cranes and Derricks,10
"2019-11",Curb Condition,445
"2019-11",Damaged Tree,1779
"2019-11",Day Care,49
"2019-11",Dead/Dying Tree,396
"2019-11",DEP Sidewalk Condition,1
"2019-11",DEP Street Condition,3
"2019-11",Dept of Investigations,2
"2019-11",Derelict Bicycle,148
"2019-11",Derelict Vehicles,2711
"2019-11",Dirty Conditions,1940
"2019-11",Disorderly Youth,3
"2019-11",DOOR/WINDOW,1132
"2019-11",Drinking,72
"2019-11",Drinking Water,20
"2019-11",Drug Activity,267
"2019-11",ELECTRIC,766
"2019-11",Electrical,124
"2019-11",Electronics Waste,2
"2019-11",Electronics Waste Appointment,3844
"2019-11",Elevator,1273
"2019-11",ELEVATOR,49
"2019-11",Emergency Response Team (ERT),334
"2019-11",Employee Behavior,1
"2019-11",Executive Inspections,22
"2019-11",Ferry Complaint,12
"2019-11",Ferry Inquiry,25
"2019-11",Ferry Permit,2
"2019-11",FHV Licensee Complaint,1
"2019-11",FLOORING/STAIRS,444
"2019-11",Foam Ban Enforcement,4
"2019-11",Food Establishment,787
"2019-11",Food Poisoning,82
"2019-11",For Hire Vehicle Complaint,1120
"2019-11",For Hire Vehicle Report,54
"2019-11",GENERAL,1076
"2019-11",General Construction/Plumbing,3411
"2019-11",Graffiti,626
"2019-11",Green Taxi Complaint,29
"2019-11",Hazardous Materials,208
"2019-11",HEAT/HOT WATER,36671
"2019-11",Highway Condition,171
"2019-11",Highway Sign - Damaged,9
"2019-11",Highway Sign - Dangling,5
"2019-11",Highway Sign - Missing,1
"2019-11",Home Delivered Meal - Missed Delivery,4
"2019-11",Home Delivered Meal Complaint,10
"2019-11",Homeless Encampment,924
"2019-11",Homeless Person Assistance,2184
"2019-11",Illegal Fireworks,4
"2019-11",Illegal Parking,16394
"2019-11",Illegal Tree Damage,188
"2019-11",Indoor Air Quality,240
"2019-11",Indoor Sewage,107
"2019-11",Industrial Waste,60
"2019-11",Investigations and Discipline (IAD),22
"2019-11",Lead,766
"2019-11",LinkNYC,9
"2019-11",Litter Basket / Request,153
"2019-11",Lost Property,991
"2019-11",Maintenance or Facility,584
"2019-11",Missed Collection (All Materials),4243
"2019-11",Mobile Food Vendor,105
"2019-11",Mold,22
"2019-11",Mosquitoes,2
"2019-11",Municipal Parking Facility,6
"2019-11",New Tree Request,749
"2019-11",Noise,3897
"2019-11",Noise - Commercial,2990
"2019-11",Noise - Helicopter,450
"2019-11",Noise - House of Worship,31
"2019-11",Noise - Park,86
"2019-11",Noise - Residential,17571
"2019-11",Noise - Street/Sidewalk,3680
"2019-11",Noise - Vehicle,2291
"2019-11",Non-Emergency Police Matter,699
"2019-11",Non-Residential Heat,155
"2019-11",Other Enforcement,510
"2019-11",OUTSIDE BUILDING,16
"2019-11",Overflowing Litter Baskets,77
"2019-11",Overflowing Recycling Baskets,1
"2019-11",Overgrown Tree/Branches,698
"2019-11",PAINT/PLASTER,1175
"2019-11",Panhandling,710
"2019-11",Plumbing,189
"2019-11",PLUMBING,1988
"2019-11",Poison Ivy,2
"2019-11",Posting Advertisement,3
"2019-11",Public Payphone Complaint,20
"2019-11",Public Toilet,1
"2019-11",Recycling Enforcement,33
"2019-11",Request Large Bulky Item Collection,16480
"2019-11",Rodent,1832
"2019-11",Root/Sewer/Sidewalk Condition,654
"2019-11",SAFETY,302
"2019-11",Sanitation Condition,2472
"2019-11",Scaffold Safety,17
"2019-11",School Maintenance,108
"2019-11",Sewer,1558
"2019-11",Sidewalk Condition,2717
"2019-11",Single Occupancy Bathroom,1
"2019-11",Smoking,200
"2019-11",Snow,10
"2019-11",Special Natural Area District (SNAD),7
"2019-11",Special Projects Inspection Team (SPIT),324
"2019-11",Squeegee,1
"2019-11",Street Condition,4240
"2019-11",Street Light Condition,3970
"2019-11",Street Sign - Damaged,416
"2019-11",Street Sign - Dangling,343
"2019-11",Street Sign - Missing,293
"2019-11",Sweeping/Inadequate,24
"2019-11",Sweeping/Missed,144
"2019-11",Tanning,1
"2019-11",Tattooing,5
"2019-11",Taxi Complaint,563
"2019-11",Taxi Compliment,10
"2019-11",Taxi Report,73
"2019-11",Traffic,330
"2019-11",Traffic Signal Condition,3073
"2019-11",Tunnel Condition,1
"2019-11",Unsanitary Animal Pvt Property,83
"2019-11",UNSANITARY CONDITION,3051
"2019-11",Unsanitary Pigeon Condition,47
"2019-11",Urinating in Public,25
"2019-11",Vacant Lot,82
"2019-11",Vending,328
"2019-11",Violation of Park Rules,125
"2019-11",Water Conservation,152
"2019-11",WATER LEAK,1012
"2019-11",Water Quality,395
"2019-11",Water System,3838
"2019-11",Window Guard,3
"2019-12",Abandoned Vehicle,3034
"2019-12",Adopt-A-Basket,26
"2019-12",Air Quality,506
"2019-12",Animal-Abuse,671
"2019-12",Animal in a Park,142
"2019-12",APPLIANCE,606
"2019-12",Asbestos,99
"2019-12",Beach/Pool/Sauna Complaint,8
"2019-12",BEST/Site Safety,35
"2019-12",Bike Rack Condition,7
"2019-12",Bike/Roller/Skate Chronic,28
"2019-12",Blocked Driveway,12306
"2019-12",Boilers,271
"2019-12",Borough Office,39
"2019-12",Bridge Condition,9
"2019-12",Broken Parking Meter,1483
"2019-12",Building Marshals office,1
"2019-12",Building/Use,1342
"2019-12",Bus Stop Shelter Complaint,77
"2019-12",Bus Stop Shelter Placement,14
"2019-12",Collection Truck Noise,19
"2019-12",Construction Lead Dust,8
"2019-12",Consumer Complaint,943
"2019-12",Cranes and Derricks,10
"2019-12",Curb Condition,306
"2019-12",Damaged Tree,776
"2019-12",Day Care,20
"2019-12",Dead/Dying Tree,188
"2019-12",DEP Street Condition,5
"2019-12",Dept of Investigations,4
"2019-12",Derelict Bicycle,103
"2019-12",Derelict Vehicles,2517
"2019-12",Dirty Conditions,1980
"2019-12",Disorderly Youth,5
"2019-12",DOOR/WINDOW,1157
"2019-12",Drinking,73
"2019-12",Drinking Water,18
"2019-12",Drug Activity,222
"2019-12",ELECTRIC,905
"2019-12",Electrical,118
"2019-12",Electronics Waste,5
"2019-12",Electronics Waste Appointment,4298
"2019-12",Elevator,1339
"2019-12",ELEVATOR,63
"2019-12",Emergency Response Team (ERT),244
"2019-12",Executive Inspections,18
"2019-12",Facades,1
"2019-12",Ferry Complaint,15
"2019-12",Ferry Inquiry,40
"2019-12",Ferry Permit,1
"2019-12",FLOORING/STAIRS,422
"2019-12",Foam Ban Enforcement,3
"2019-12",Food Establishment,738
"2019-12",Food Poisoning,281
"2019-12",For Hire Vehicle Complaint,605
"2019-12",For Hire Vehicle Report,64
"2019-12",GENERAL,1058
"2019-12",General Construction/Plumbing,3036
"2019-12",Graffiti,2310
"2019-12",Green Taxi Complaint,20
"2019-12",Green Taxi Report,4
"2019-12",Hazardous Materials,188
"2019-12",HEAT/HOT WATER,30881
"2019-12",Highway Condition,265
"2019-12",Highway Sign - Damaged,9
"2019-12",Highway Sign - Dangling,1
"2019-12",Highway Sign - Missing,2
"2019-12",Home Delivered Meal - Missed Delivery,26
"2019-12",Home Delivered Meal Complaint,12
"2019-12",Homeless Encampment,670
"2019-12",Homeless Person Assistance,1208
"2019-12",Illegal Fireworks,5
"2019-12",Illegal Parking,15214
"2019-12",Illegal Tree Damage,132
"2019-12",Indoor Air Quality,220
"2019-12",Indoor Sewage,119
"2019-12",Industrial Waste,64
"2019-12",Investigations and Discipline (IAD),22
"2019-12",Lead,731
"2019-12",Lifeguard,3
"2019-12",LinkNYC,3
"2019-12",Litter Basket / Request,120
"2019-12",Lost Property,1175
"2019-12",Maintenance or Facility,350
"2019-12",Missed Collection,1
"2019-12",Missed Collection (All Materials),2698
"2019-12",Mobile Food Vendor,103
"2019-12",Mold,24
"2019-12",Mosquitoes,5
"2019-12",Municipal Parking Facility,2
"2019-12",New Tree Request,469
"2019-12",Noise,2861
"2019-12",Noise - Commercial,2831
"2019-12",Noise - Helicopter,729
"2019-12",Noise - House of Worship,41
"2019-12",Noise - Park,52
"2019-12",Noise - Residential,18849
"2019-12",Noise - Street/Sidewalk,2700
"2019-12",Noise - Vehicle,2283
"2019-12",Non-Emergency Police Matter,670
"2019-12",Non-Residential Heat,221
"2019-12",Other Enforcement,502
"2019-12",OUTSIDE BUILDING,21
"2019-12",Overflowing Litter Baskets,53
"2019-12",Overflowing Recycling Baskets,1
"2019-12",Overgrown Tree/Branches,312
"2019-12",PAINT/PLASTER,1200
"2019-12",Panhandling,386
"2019-12",Plumbing,220
"2019-12",PLUMBING,1878
"2019-12",Posting Advertisement,4
"2019-12",Public Payphone Complaint,30
"2019-12",Public Toilet,3
"2019-12",Radioactive Material,1
"2019-12",Recycling Enforcement,32
"2019-12",Request Large Bulky Item Collection,16405
"2019-12",Rodent,1501
"2019-12",Root/Sewer/Sidewalk Condition,412
"2019-12",SAFETY,300
"2019-12",Sanitation Condition,2153
"2019-12",Scaffold Safety,11
"2019-12",School Maintenance,120
"2019-12",Sewer,2883
"2019-12",Sidewalk Condition,1908
"2019-12",Smoking,222
"2019-12",Snow,327
"2019-12",Snow Removal,59
"2019-12",Special Natural Area District (SNAD),10
"2019-12",Special Projects Inspection Team (SPIT),404
"2019-12",Squeegee,2
"2019-12",SRDE,1
"2019-12",Street Condition,6124
"2019-12",Street Light Condition,4030
"2019-12",Street Sign - Damaged,375
"2019-12",Street Sign - Dangling,330
"2019-12",Street Sign - Missing,298
"2019-12",Sweeping/Inadequate,12
"2019-12",Sweeping/Missed,66
"2019-12",Tattooing,3
"2019-12",Taxi Complaint,707
"2019-12",Taxi Compliment,21
"2019-12",Taxi Report,106
"2019-12",Traffic,265
"2019-12",Traffic Signal Condition,3585
"2019-12",Unsanitary Animal Pvt Property,98
"2019-12",UNSANITARY CONDITION,2812
"2019-12",Unsanitary Pigeon Condition,47
"2019-12",Urinating in Public,24
"2019-12",Vacant Lot,73
"2019-12",Vending,273
"2019-12",Violation of Park Rules,104
"2019-12",Water Conservation,155
"2019-12",WATER LEAK,1409
"2019-12",Water Quality,512
"2019-12",Water System,3527
"2019-12",Window Guard,2
"2020-01",Abandoned Vehicle,3760
"2020-01",Adopt-A-Basket,5
"2020-01",Air Quality,539
"2020-01",Animal-Abuse,738
"2020-01",Animal in a Park,218
"2020-01",APPLIANCE,697
"2020-01",Asbestos,128
"2020-01",Beach/Pool/Sauna Complaint,15
"2020-01",BEST/Site Safety,20
"2020-01",Bike Rack Condition,9
"2020-01",Bike/Roller/Skate Chronic,26
"2020-01",Blocked Driveway,11415
"2020-01",Boilers,281
"2020-01",Borough Office,2
"2020-01",Bridge Condition,11
"2020-01",Broken Parking Meter,2350
"2020-01",Building Condition,1
"2020-01",Building Marshals office,2
"2020-01",Building/Use,1504
"2020-01",Bus Stop Shelter Complaint,87
"2020-01",Bus Stop Shelter Placement,10
"2020-01",Collection Truck Noise,30
"2020-01",Consumer Complaint,991
"2020-01",Cooling Tower,1
"2020-01",Cranes and Derricks,7
"2020-01",Curb Condition,403
"2020-01",Damaged Tree,903
"2020-01",Day Care,33
"2020-01",Dead/Dying Tree,241
"2020-01",DEP Street Condition,13
"2020-01",Dept of Investigations,2
"2020-01",Derelict Bicycle,140
"2020-01",Derelict Vehicles,3194
"2020-01",Dirty Conditions,2281
"2020-01",Disorderly Youth,6
"2020-01",DOOR/WINDOW,1140
"2020-01",Drinking,129
"2020-01",Drinking Water,20
"2020-01",Drug Activity,243
"2020-01",ELECTRIC,822
"2020-01",Electrical,140
"2020-01",Electronics Waste,1
"2020-01",Electronics Waste Appointment,4773
"2020-01",Elevator,1230
"2020-01",ELEVATOR,57
"2020-01",Emergency Response Team (ERT),292
"2020-01",Employee Behavior,1
"2020-01",Encampment,10
"2020-01",Executive Inspections,2
"2020-01",Facades,1
"2020-01",Ferry Complaint,26
"2020-01",Ferry Inquiry,28
"2020-01",Ferry Permit,3
"2020-01",FHV Licensee Complaint,1
"2020-01",FLOORING/STAIRS,464
"2020-01",Food Establishment,868
"2020-01",Food Poisoning,291
"2020-01",For Hire Vehicle Complaint,756
"2020-01",For Hire Vehicle Report,31
"2020-01",GENERAL,942
"2020-01",General Construction/Plumbing,3559
"2020-01",Graffiti,2011
"2020-01",Green Taxi Complaint,19
"2020-01",Green Taxi Report,2
"2020-01",Hazardous Materials,181
"2020-01",HEAT/HOT WATER,25694
"2020-01",Highway Condition,266
"2020-01",Highway Sign - Damaged,13
"2020-01",Highway Sign - Dangling,8
"2020-01",Highway Sign - Missing,6
"2020-01",Home Delivered Meal - Missed Delivery,20
"2020-01",Home Delivered Meal Complaint,11
"2020-01",Homeless Encampment,178
"2020-01",Homeless Person Assistance,1454
"2020-01",Homeless Street Condition,514
"2020-01",Illegal Fireworks,17
"2020-01",Illegal Parking,16937
"2020-01",Illegal Tree Damage,156
"2020-01",Indoor Air Quality,262
"2020-01",Indoor Sewage,89
"2020-01",Industrial Waste,50
"2020-01",Internal Code,1
"2020-01",Investigations and Discipline (IAD),32
"2020-01",Lead,927
"2020-01",LinkNYC,13
"2020-01",Litter Basket / Request,144
"2020-01",Lost Property,877
"2020-01",Maintenance or Facility,429
"2020-01",Missed Collection,1
"2020-01",Missed Collection (All Materials),4000
"2020-01",Mobile Food Vendor,85
"2020-01",Mold,20
"2020-01",Municipal Parking Facility,3
"2020-01",New Tree Request,748
"2020-01",Noise,3786
"2020-01",Noise - Commercial,3053
"2020-01",Noise - Helicopter,811
"2020-01",Noise - House of Worship,26
"2020-01",Noise - Park,64
"2020-01",Noise - Residential,18468
"2020-01",Noise - Street/Sidewalk,3097
"2020-01",Noise - Vehicle,2495
"2020-01",Non-Emergency Police Matter,706
"2020-01",Non-Residential Heat,117
"2020-01",Other Enforcement,578
"2020-01",OUTSIDE BUILDING,28
"2020-01",Overflowing Litter Baskets,35
"2020-01",Overgrown Tree/Branches,396
"2020-01",PAINT/PLASTER,1115
"2020-01",Panhandling,560
"2020-01",Plumbing,262
"2020-01",PLUMBING,1756
"2020-01",Posting Advertisement,6
"2020-01",Public Payphone Complaint,36
"2020-01",Public Toilet,1
"2020-01",Recycling Enforcement,37
"2020-01",Request Large Bulky Item Collection,17788
"2020-01",Rodent,1688
"2020-01",Root/Sewer/Sidewalk Condition,627
"2020-01",SAFETY,323
"2020-01",Sanitation Condition,2676
"2020-01",Scaffold Safety,10
"2020-01",School Maintenance,155
"2020-01",Sewer,1939
"2020-01",Sidewalk Condition,2522
"2020-01",Smoking,305
"2020-01",Snow,98
"2020-01",Snow Removal,89
"2020-01",Special Natural Area District (SNAD),3
"2020-01",Special Projects Inspection Team (SPIT),384
"2020-01",Street Condition,6046
"2020-01",Street Light Condition,4596
"2020-01",Street Sign - Damaged,497
"2020-01",Street Sign - Dangling,416
"2020-01",Street Sign - Missing,376
"2020-01",Sweeping/Inadequate,25
"2020-01",Sweeping/Missed,62
"2020-01",Tattooing,7
"2020-01",Taxi Complaint,622
"2020-01",Taxi Compliment,12
"2020-01",Taxi Report,89
"2020-01",Traffic,208
"2020-01",Traffic Signal Condition,3165
"2020-01",Unsanitary Animal Pvt Property,136
"2020-01",UNSANITARY CONDITION,2957
"2020-01",Unsanitary Pigeon Condition,41
"2020-01",Urinating in Public,20
"2020-01",Vacant Lot,86
"2020-01",Vending,222
"2020-01",Violation of Park Rules,71
"2020-01",Water Conservation,182
"2020-01",WATER LEAK,1094
"2020-01",Water Quality,117
"2020-01",Water System,3853
"2020-01",Window Guard,1
"2020-01",X-Ray Machine/Equipment,1
"2020-02",Abandoned Vehicle,3405
"2020-02",Adopt-A-Basket,5
"2020-02",Air Quality,567
"2020-02",Animal-Abuse,637
"2020-02",Animal in a Park,169
"2020-02",APPLIANCE,565
"2020-02",Asbestos,127
"2020-02",Beach/Pool/Sauna Complaint,8
"2020-02",BEST/Site Safety,23
"2020-02",Bike Rack Condition,11
"2020-02",Bike/Roller/Skate Chronic,30
"2020-02",Blocked Driveway,10244
"2020-02",Boilers,220
"2020-02",Borough Office,6
"2020-02",Bottled Water,2
"2020-02",Bridge Condition,10
"2020-02",Broken Parking Meter,1229
"2020-02",Building/Use,1415
"2020-02",Bus Stop Shelter Complaint,54
"2020-02",Bus Stop Shelter Placement,15
"2020-02",Calorie Labeling,1
"2020-02",Collection Truck Noise,23
"2020-02",Consumer Complaint,968
"2020-02",Cranes and Derricks,12
"2020-02",Curb Condition,374
"2020-02",Damaged Tree,956
"2020-02",Day Care,42
"2020-02",Dead/Dying Tree,260
"2020-02",DEP Street Condition,12
"2020-02",Derelict Bicycle,185
"2020-02",Derelict Vehicles,2900
"2020-02",Dirty Conditions,2326
"2020-02",Disorderly Youth,5
"2020-02",DOOR/WINDOW,1008
"2020-02",Drinking,85
"2020-02",Drinking Water,21
"2020-02",Drug Activity,236
"2020-02",ELECTRIC,662
"2020-02",Electrical,119
"2020-02",Electronics Waste,1
"2020-02",Electronics Waste Appointment,3973
"2020-02",Elevator,1219
"2020-02",ELEVATOR,46
"2020-02",Emergency Response Team (ERT),322
"2020-02",Encampment,13
"2020-02",Ferry Complaint,23
"2020-02",Ferry Inquiry,25
"2020-02",Ferry Permit,2
"2020-02",FLOORING/STAIRS,363
"2020-02",Foam Ban Enforcement,2
"2020-02",Food Establishment,843
"2020-02",Food Poisoning,278
"2020-02",For Hire Vehicle Complaint,925
"2020-02",For Hire Vehicle Report,29
"2020-02",GENERAL,823
"2020-02",General Construction/Plumbing,3153
"2020-02",Graffiti,985
"2020-02",Green Taxi Complaint,8
"2020-02",Green Taxi Report,2
"2020-02",Hazardous Materials,153
"2020-02",HEAT/HOT WATER,20547
"2020-02",Highway Condition,263
"2020-02",Highway Sign - Damaged,20
"2020-02",Highway Sign - Dangling,2
"2020-02",Highway Sign - Missing,6
"2020-02",Home Delivered Meal - Missed Delivery,9
"2020-02",Home Delivered Meal Complaint,1
"2020-02",Homeless Person Assistance,1364
"2020-02",Homeless Street Condition,601
"2020-02",Illegal Animal Kept as Pet,1
"2020-02",Illegal Fireworks,4
"2020-02",Illegal Parking,15362
"2020-02",Illegal Tree Damage,167
"2020-02",Indoor Air Quality,283
"2020-02",Indoor Sewage,86
"2020-02",Industrial Waste,50
"2020-02",Internal Code,1
"2020-02",Investigations and Discipline (IAD),61
"2020-02",Lead,940
"2020-02",LinkNYC,3
"2020-02",Litter Basket / Request,117
"2020-02",Lost Property,909
"2020-02",Maintenance or Facility,440
"2020-02",Missed Collection,1
"2020-02",Missed Collection (All Materials),3173
"2020-02",Mobile Food Vendor,90
"2020-02",Mold,33
"2020-02",Municipal Parking Facility,1
"2020-02",New Tree Request,809
"2020-02",Noise,3527
"2020-02",Noise - Commercial,2804
"2020-02",Noise - Helicopter,588
"2020-02",Noise - House of Worship,34
"2020-02",Noise - Park,49
"2020-02",Noise - Residential,17929
"2020-02",Noise - Street/Sidewalk,2512
"2020-02",Noise - Vehicle,2202
"2020-02",Non-Emergency Police Matter,662
"2020-02",Non-Residential Heat,82
"2020-02",Other Enforcement,518
"2020-02",OUTSIDE BUILDING,24
"2020-02",Overflowing Litter Baskets,58
"2020-02",Overgrown Tree/Branches,432
"2020-02",PAINT/PLASTER,822
"2020-02",Panhandling,582
"2020-02",Plumbing,278
"2020-02",PLUMBING,1374
"2020-02",Poison Ivy,4
"2020-02",Posting Advertisement,5
"2020-02",Public Payphone Complaint,25
"2020-02",Radioactive Material,1
"2020-02",Recycling Enforcement,41
"2020-02",Request Large Bulky Item Collection,15869
"2020-02",Rodent,1576
"2020-02",Root/Sewer/Sidewalk Condition,528
"2020-02",SAFETY,305
"2020-02",Sanitation Condition,2226
"2020-02",Scaffold Safety,10
"2020-02",School Maintenance,119
"2020-02",Sewer,1762
"2020-02",Sidewalk Condition,1734
"2020-02",Smoking,290
"2020-02",Snow,39
"2020-02",Special Natural Area District (SNAD),2
"2020-02",Special Projects Inspection Team (SPIT),350
"2020-02",Squeegee,1
"2020-02",Street Condition,6408
"2020-02",Street Light Condition,4391
"2020-02",Street Sign - Damaged,441
"2020-02",Street Sign - Dangling,441
"2020-02",Street Sign - Missing,391
"2020-02",Sweeping/Inadequate,9
"2020-02",Sweeping/Missed,58
"2020-02",Tanning,1
"2020-02",Tattooing,3
"2020-02",Taxi Complaint,584
"2020-02",Taxi Compliment,10
"2020-02",Taxi Report,53
"2020-02",Traffic,190
"2020-02",Traffic Signal Condition,3120
"2020-02",Tunnel Condition,2
"2020-02",Unsanitary Animal Pvt Property,140
"2020-02",UNSANITARY CONDITION,2545
"2020-02",Unsanitary Pigeon Condition,59
"2020-02",Urinating in Public,38
"2020-02",Vacant Lot,116
"2020-02",Vending,240
"2020-02",Violation of Park Rules,106
"2020-02",Water Conservation,170
"2020-02",WATER LEAK,937
"2020-02",Water Quality,103
"2020-02",Water System,3060
"2020-02",Window Guard,1
"2020-03",Abandoned Vehicle,2500
"2020-03",Adopt-A-Basket,7
"2020-03",Air Quality,651
"2020-03",Animal-Abuse,520
"2020-03",Animal Facility - No Permit,3
"2020-03",Animal in a Park,197
"2020-03",APPLIANCE,821
"2020-03",Asbestos,114
"2020-03",Beach/Pool/Sauna Complaint,5
"2020-03",BEST/Site Safety,22
"2020-03",Bike Rack Condition,9
"2020-03",Bike/Roller/Skate Chronic,30
"2020-03",Blocked Driveway,7741
"2020-03",Boilers,261
"2020-03",Borough Office,1
"2020-03",Bottled Water,2
"2020-03",Bridge Condition,8
"2020-03",Broken Parking Meter,673
"2020-03",Building Marshals office,1
"2020-03",Building/Use,1182
"2020-03",Bus Stop Shelter Complaint,43
"2020-03",Bus Stop Shelter Placement,9
"2020-03",Calorie Labeling,1
"2020-03",Collection Truck Noise,18
"2020-03",Consumer Complaint,9564
"2020-03",Cooling Tower,1
"2020-03",COVID-19 Non-essential Construction,1
"2020-03",Cranes and Derricks,5
"2020-03",Curb Condition,337
"2020-03",Damaged Tree,567
"2020-03",Day Care,50
"2020-03",Dead/Dying Tree,248
"2020-03",DEP Street Condition,9
"2020-03",Dept of Investigations,1
